0,4.831579208374023,1.8877035,1.9017419,1.5811435,1.7957008,1.7257504,1.7743766,1.9539801,1.9040829,2.010591
1,4.985558032989502,1.5110515,1.6042092,1.3797109,1.4703243,1.4088738,1.4559627,1.4217668,1.5129427,1.5611186
2,5.181591987609863,1.5897903,1.4919734,1.462838,1.4664557,1.3995401,1.4427683,1.4302468,1.5524952,1.5423721
3,5.367316246032715,2.2499337,2.2614841,2.1428971,2.1576245,2.173189,2.082962,2.0921557,2.1917298,2.1797063
4,5.528690814971924,2.1734254,2.0816607,2.142191,2.0989478,2.1145353,1.9820057,1.9154414,2.1401694,2.138625
5,5.559022426605225,2.0482368,2.0086267,2.0588608,1.9940665,2.022705,1.8493208,1.8329611,2.086294,2.0485678
6,5.640036106109619,1.9198922,1.9368409,1.91608,1.9127145,1.9115015,1.7139702,1.7234589,1.9922122,1.9631456
7,5.683074951171875,1.9394836,1.924664,1.9414136,1.9237015,1.9243058,1.7520951,1.7199541,1.9426596,1.9718062
8,5.687371730804443,1.7810832,1.7921861,1.8034655,1.6984327,1.7593842,1.6378434,1.6492146,1.8301597,1.8256236
9,5.689218044281006,2.0101855,1.9969574,1.971169,1.9986227,1.9165913,1.7767792,1.7480631,2.0321553,2.0576873
10,5.961058616638184,1.6948353,1.7600194,1.7392131,1.7112188,1.7025288,1.5910946,1.6242416,1.7833393,1.7968372
11,6.003152847290039,1.9088736,2.0468616,1.9013962,2.007826,1.8534237,1.6934143,1.7188383,1.9989945,2.0805018
12,6.0641865730285645,1.8374839,2.0047064,1.8663635,2.0122309,1.7786707,1.5976273,1.6503956,2.0283954,2.0934103
13,6.224084377288818,1.8790038,1.9321259,1.8949826,1.9048519,1.738931,1.7616092,1.6957636,1.8852922,1.9661356
14,6.1733527183532715,1.8214082,2.0364149,1.9423969,1.8259199,1.6443701,1.6954743,1.6682718,1.8076226,1.9712023
15,6.123260974884033,2.0056965,2.210061,2.0574172,1.9771197,1.9499656,1.80749,1.8657829,1.927261,2.143754
16,6.168437480926514,1.9802772,2.0398686,2.036991,1.938911,1.7000037,1.8507668,1.8109212,1.8854417,2.0215454
17,6.301727294921875,2.0536609,2.2104669,2.0182438,2.0162272,1.7602829,1.8288964,1.8296083,1.9747882,2.1232014
