0,93.20824432373047,-83.759056,-84.45749,-83.554596,-84.22543,-84.186386,-84.95244
1,94.32579803466797,-110.873,-111.54783,-111.080154,-112.01369,-111.399376,-111.69496
2,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
3,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
4,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
5,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
6,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
7,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
8,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
9,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
10,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
11,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
12,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
13,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
14,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
15,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
16,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
17,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
18,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
19,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
20,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
21,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
22,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
23,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
24,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
25,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
26,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
27,95.20590209960938,-105.503784,-105.73916,-105.30805,-106.07724,-105.95583,-106.22782
28,95.00501251220703,-102.9504,-103.57689,-102.15029,-103.43644,-103.086,-104.098434
29,93.37171173095703,-111.04939,-111.670975,-111.28457,-112.179344,-111.6235,-111.90618
30,99.81413269042969,-124.292496,-124.0926,-123.65213,-124.5747,-124.239174,-124.388916
