0,79.41857147216797,-19.468363,-19.943972,-19.41315,-19.410772,-20.118341,-19.554886,-20.05834,-20.030151,-19.725039,-19.29109,-20.145233,-19.71431,-19.824993,-20.060478,-20.212385,-19.80612,-20.013632,-20.042612
1,80.75318145751953,-17.717619,-18.124933,-17.790401,-17.842741,-18.328741,-17.852757,-18.276682,-18.20637,-18.07002,-17.841845,-18.280617,-18.022963,-18.112217,-18.259636,-18.36153,-17.94074,-18.28,-18.236526
2,81.32067108154297,-12.157674,-12.44403,-12.325867,-12.309137,-12.384999,-12.208352,-12.507869,-12.674691,-12.441349,-12.401524,-12.460162,-12.357978,-12.317421,-12.371756,-12.027089,-12.089194,-12.024099,-12.574187
3,82.49461364746094,-8.523308,-8.697786,-8.752887,-8.726587,-8.630734,-8.405078,-8.849721,-8.799292,-8.789277,-8.701244,-8.654129,-8.679716,-8.65546,-8.6072445,-8.420349,-8.353014,-8.407861,-8.887532
4,83.70806121826172,-7.1219883,-7.1448965,-7.252654,-7.460817,-7.2651873,-6.8727574,-7.3693047,-7.1646557,-7.3533,-7.239076,-7.028661,-7.2992253,-7.322538,-7.1726365,-7.0648956,-6.8804836,-7.097195,-7.452109
5,84.55953979492188,-6.962683,-7.0741053,-7.0835814,-7.292754,-7.11989,-6.9261355,-7.189716,-7.255198,-7.128311,-6.9761276,-6.9107246,-7.107386,-7.117802,-7.109612,-7.0237093,-6.730705,-6.9078693,-7.3607802
6,85.6579818725586,-6.484985,-6.6021347,-6.4870543,-6.691112,-6.640582,-6.534941,-6.5323987,-6.858891,-6.5696087,-6.4985495,-6.4532895,-6.6452575,-6.6989717,-6.6805873,-6.587824,-6.337351,-6.395717,-6.867915
7,86.4609146118164,-5.591342,-5.7733154,-5.6046424,-5.739532,-5.767375,-5.6838784,-5.668128,-5.885357,-5.7822366,-5.7067027,-5.5498657,-5.825863,-5.855522,-5.7889895,-5.486883,-5.4763565,-5.7262073,-6.025217
8,86.87767791748047,-5.7206435,-5.7601004,-5.818097,-5.8779902,-5.8904905,-5.760136,-5.718713,-6.0514283,-5.864928,-5.78211,-5.572914,-5.898477,-5.9592285,-5.867689,-5.576241,-5.588958,-5.799063,-6.0911374
9,87.4339370727539,-5.6052723,-5.7791147,-5.695259,-5.74509,-5.8209443,-5.72915,-5.7098236,-5.944217,-5.7581115,-5.6824393,-5.5131865,-5.827138,-5.929079,-5.816384,-5.4348817,-5.5366354,-5.7066655,-5.9811096
10,89.15494537353516,-4.8679814,-4.8804464,-5.0240736,-5.0116663,-5.12192,-4.859581,-4.7939568,-5.2505536,-5.045423,-5.1034136,-4.7235856,-5.0528226,-5.1730666,-4.957811,-4.68861,-4.800909,-4.89123,-5.236156
11,90.00621032714844,-4.4359508,-4.5096064,-4.634554,-4.6496024,-4.7336783,-4.525936,-4.4755597,-4.8726306,-4.6257844,-4.7345862,-4.3896494,-4.653383,-4.808099,-4.59708,-4.3797665,-4.4326463,-4.596658,-4.841378
12,90.24015045166016,-4.917654,-5.067685,-5.0589437,-5.1076865,-5.100213,-5.061491,-5.038787,-5.3269415,-5.014527,-4.9069333,-4.877386,-5.1141105,-5.2555637,-5.101043,-4.9684615,-4.8667173,-5.055747,-5.2816057
13,90.81305694580078,-4.749038,-4.864812,-4.9260306,-4.875938,-4.927947,-4.924244,-4.785115,-5.1833296,-4.8816977,-4.748363,-4.667155,-4.920247,-5.055871,-4.9195533,-4.722781,-4.69061,-4.914725,-5.113299
14,91.51880645751953,-4.985953,-5.139202,-5.168056,-5.0644593,-5.13312,-5.1911645,-5.006868,-5.402679,-5.140052,-4.996695,-4.931641,-5.2001967,-5.2386994,-5.1668887,-5.007081,-4.943768,-5.263558,-5.366857
